,user_name,country,review_title,review_description,designation,points,price,province,region_1,region_2,winery,variety,sentiment
65,,US,Kenwood 2005 Jack London Vineyard Zinfandel (Sonoma Valley),"This full-bodied Zin feels young, with zingy acids framing jammy cherry, blackberry, mushu plum sauce and peppery spice flavors. It's an exuberant wine that's notable for its tannic richness. Will age well, and best now through 2010 with barbecued pork or short ribs.",Jack London Vineyard,90,25.0,California,Sonoma Valley,Sonoma,Kenwood,Zinfandel,"Sentiment(polarity=0.20714285714285713, subjectivity=0.49999999999999994)"
66,,Germany,Dr. Nägler 2013 Rüdesheimer Berg Roseneck Spätlese Riesling (Rheingau),"Fresh white peach and orange blossom aromas waft from start to finish on this richly concentrated wine. The palate is packed with unctuous peach and apricot flavors, but a streak of lime acidity and zesty citrus pith jolts the finish.",Rüdesheimer Berg Roseneck Spätlese,92,26.0,Rheingau,,,Dr. Nägler,Riesling,"Sentiment(polarity=0.225, subjectivity=0.4166666666666667)"
67,@gordone_cellars,US,Renwood 2013 Fiddletown Special Reserve Zinfandel (Fiddletown),"This wine is more structured, tannic and textural than many, and shows the sophisticated personality of a dry wine that still has plenty of ripe flavors. It smells and tastes like wild blackberries dusted with cinnamon. Drink now through 2020.",Fiddletown Special Reserve,92,50.0,California,Fiddletown,Sierra Foothills,Renwood,Zinfandel,"Sentiment(polarity=0.3066666666666667, subjectivity=0.6)"
68,@wineschach,Chile,Viña Pérez Cruz 2010 Cot Limited Edition Malbec (Maipo Valley),"This Maipo Malbec is a bit pinched and gritty up front, with leather, rubber and raspberry aromas in the backdrop. A full, chunky palate offers mildly herbal, baked berry flavors in front of a spicy, minty, mildly hot finish. This is nice for Chilean Malbec but a little aggressive.",Cot Limited Edition,88,20.0,Maipo Valley,,,Viña Pérez Cruz,Malbec,"Sentiment(polarity=0.20654761904761904, subjectivity=0.5928571428571429)"
69,@kerinokeefe,Italy,Terre del Principe 2012 Castello delle Femmine Red (Terre del Volturno),"Here's a unique blend of two of Campania's little known grapes, Casavecchia and Pallagrello Nero. It opens with a pretty fragrance of blue flower, ripe berries and spice. The soft, round palate offers red berry and fleshy blackberry accented by cinnamon-toast notes. Drink soon.",Castello delle Femmine,88,40.0,Southern Italy,Terre del Volturno,,Terre del Principe,Red Blend,"Sentiment(polarity=0.0546875, subjectivity=0.41875)"
70,@kerinokeefe,Italy,Sordo 2013 Parussi  (Barolo),"Red berry, aromatic herb, eucalyptus, leather and iris scents come together in this. The tightly wound and linear palate offers crushed cherry, cranberry, cinnamon and star anise flavors set against a backdrop of austere, fine-grained tannins and firm acidity. Give it time to unwind and integrate. Drink 2018–2043.",Parussi,91,49.0,Piedmont,Barolo,,Sordo,Nebbiolo,"Sentiment(polarity=-0.0757142857142857, subjectivity=0.15714285714285714)"
71,@vboone,US,Yao Family Wines 2013 Cabernet Sauvignon (Napa Valley),"This is a rich, ripe expression of appellation fruit, densely concentrated in thick swathes of chocolate and black currant. Deliciously approachable, it shows structure and grace alongside its powerful foundation, with room to age. Enjoy best 2020 through 2023.",,91,100.0,California,Napa Valley,Napa,Yao Family Wines,Cabernet Sauvignon,"Sentiment(polarity=0.3726190476190476, subjectivity=0.6369047619047619)"
72,@vossroger,France,Paul Jaboulet Aîné 1999 Domaine de Saint-Pierre  (Cornas),"Jaboulet bought this 7.3-acre estate in 1998, and this is the first full vintage. It is a huge wine, with all the true inky blackness and density of a Cornas. Firm, dry and concentrated, it also has generous ripe black plums, a hint of sweet jelly. It makes an excellent mix of the traditional foursquare Cornas style, with modern sophistication.",Domaine de Saint-Pierre,93,40.0,Rhône Valley,Cornas,,Paul Jaboulet Aîné,Rhône-style Red Blend,"Sentiment(polarity=0.22424242424242424, subjectivity=0.5969696969696969)"
73,@vossroger,France,Château Leboscq 2011  Médoc,"Big, bold and very fruity, this is a black-currant-dominated wine. It's full of broad brush strokes of acidity and spice from wood aging. Still young, it needs to be aged. Drink from 2016.",,87,18.0,Bordeaux,Médoc,,Château Leboscq,Bordeaux-style Red Blend,"Sentiment(polarity=0.13511904761904764, subjectivity=0.3898809523809524)"
74,,US,Lafond 2011 SRH Chardonnay (Sta. Rita Hills),"A heavy, oaky wine. Still, it will appeal to many for its buttered toast, buttered popcorn, tropical fruit, apricot and creamy flavors.",SRH,84,23.0,California,Sta. Rita Hills,Central Coast,Lafond,Chardonnay,"Sentiment(polarity=0.15, subjectivity=0.5)"
75,@wineschach,Chile,Concha y Toro 2013 Marques de Casa Concha Merlot (Maule Valley),"Wiry, scratchy blueberry and black-currant aromas come with an odd soapy perfume. This feels choppy, with outsized acidity and oak making their presence felt. Salty, briny plum flavors are cutting, while the finish feels raw and astringent.",Marques de Casa Concha,85,25.0,Maule Valley,,,Concha y Toro,Merlot,"Sentiment(polarity=-0.29935897435897435, subjectivity=0.45288461538461544)"
76,@vossroger,Portugal,Vidigal 2010 Red (Douro),"With structured and ripe dark-berry fruits, this is a warm wine that has a good mineral edge. Fine tannins give a sense of shape to the rich fruit flavors. Drink now or age for 2–3 years. Screwcap.",,86,13.0,Douro,,,Vidigal,Portuguese Red,"Sentiment(polarity=0.5229166666666667, subjectivity=0.6125)"
77,@vossroger,France,Bouchard Père & Fils 2013  Pouilly-Fuissé,"Tight and crisp initially, this wine opens up with spice, ripe flavors and a touch of minerality. Taut and textured, it needs to age; drink from 2017.",,87,32.0,Burgundy,Pouilly-Fuissé,,Bouchard Père & Fils,Chardonnay,"Sentiment(polarity=0.023809523809523808, subjectivity=0.2341269841269841)"
78,,US,Kutch 2009 Falstaff Pinot Noir (Sonoma Coast),"Dry and acidic, with interesting flavors of spices, wild forest red berries, cola and bacon. An exotic, low alcohol Pinot Noir that seems at its best now and for a couple years.",Falstaff,89,39.0,California,Sonoma Coast,Sonoma,Kutch,Pinot Noir,"Sentiment(polarity=0.29047619047619044, subjectivity=0.4428571428571428)"
79,@paulgwine ,US,Torii Mor 2008 Dundee Hills Select Pinot Noir (Dundee Hills),"Though not as concentrated as many examples from this AVA, this brings identifiable Pinot Noir character, albeit in a rather thin, austere style. Pale cranberry and pomegranate fruit is matched to tart acidity and a veneer of herb.",Dundee Hills Select,86,41.0,Oregon,Dundee Hills,Willamette Valley,Torii Mor,Pinot Noir,"Sentiment(polarity=-0.002500000000000009, subjectivity=0.5075000000000001)"
80,@vossroger,France,Dourthe 2011 La Grande Cuvée  (Bordeaux Blanc),"Aromatic and herbaceous, this is a fresh red-currant- and citrus-flavored wine. With textured acidity and a bright, crisp character, it is developing well and it should be ready to drink in a few months.",La Grande Cuvée,87,12.0,Bordeaux,Bordeaux Blanc,,Dourthe,Sauvignon Blanc,"Sentiment(polarity=0.25, subjectivity=0.4633333333333334)"
81,@vossroger,France,Château du Cèdre 2014 Le Cèdre Malbec (Cahors),"Organically grown grapes go into this very fine wine. Its structure and balance confirm that it's still young, bursting with juicy ripe berry fruit and with firm background tannins. Its great fruitiness is contrasted with the strength of those tannins and with its concentration. Drink from 2020.",Le Cèdre,94,55.0,Southwest France,Cahors,,Château du Cèdre,Malbec,"Sentiment(polarity=0.3104166666666667, subjectivity=0.55)"
82,@wineschach,Spain,El Xamfrà NV Mercat Brut Sparkling (Cava),"Spiced apple and dried cheese aromas are simultaneously honest and slightly crude. This Cava feels fluffy, foamy and average in composition, with lime, pickled melon and brine flavors. It maintains the pickled character on the finish, which tastes slightly bitter.",Mercat Brut,84,12.0,Catalonia,Cava,,El Xamfrà,Sparkling Blend,"Sentiment(polarity=-0.125, subjectivity=0.6333333333333333)"
83,,US,Bargetto 2000 Pinot Grigio (California),"Smells fresh and lemony, with accents of smoke and butter. You also get sweetish lemon flavors, with a real attack of acidity. The wine is a little spritzy, which isnÕt all that bad, although it may be better as an aperitif than a food wine.",,84,16.0,California,California,California Other,Bargetto,Pinot Grigio,"Sentiment(polarity=0.02250000000000003, subjectivity=0.49333333333333335)"
84,,US,Wilson 2007 Ellie's Old Vine Vineyard Zinfandel (Dry Creek Valley),"Soft and fruity, a gently tannic, easy and slightly sweet Zinfandel to drink now with barbecue and beef tacos. It's filled with jammy blackberries, cherries, black raspberries, chocolate and spices.",Ellie's Old Vine Vineyard,86,32.0,California,Dry Creek Valley,Sonoma,Wilson,Zinfandel,"Sentiment(polarity=0.21944444444444444, subjectivity=0.6611111111111111)"
85,,US,Bedell 2013 Sauvignon Blanc (North Fork of Long Island),"Intensely ripe gooseberry and white grapefruit flavors are cut by a razor's edge of acidity in this juicy, bracing Sauvingnon Blanc. Fermented using indigenous yeasts, it's brisk on the finish, ending on a distinctly saline, mineral tone.",,89,40.0,New York,North Fork of Long Island,Long Island,Bedell,Sauvignon Blanc,"Sentiment(polarity=0.16666666666666666, subjectivity=0.43333333333333335)"
86,@wineschach,Argentina,Santa Julia 2013 [+] Malbec (Mendoza),"Dense berry aromas are a bit flat and medicinal. Expect a juicy, direct palate with hard plum and berry flavors that are also a touch briny/salty. A full finish loses its fruit fast, leaving ringing acidity and a lasting briny flavor.",[+],84,10.0,Mendoza Province,Mendoza,,Santa Julia,Malbec,"Sentiment(polarity=0.004761904761904761, subjectivity=0.330952380952381)"
87,@vossroger,France,Château Simon 2011 Cuvée Exceptionelle  (Sauternes),"A gold color and honey aromas set the scene for this rich, opulent wine. It has a great layer of botrytis as well as plenty of spice and delicious apricot and orange fruit flavors, finishing with a tang of crisp acidity. Drink from 2020.",Cuvée Exceptionelle,93,80.0,Bordeaux,Sauternes,,Château Simon,Bordeaux-style White Blend,"Sentiment(polarity=0.60625, subjectivity=0.7291666666666666)"
88,@vossroger,Portugal,Casa Santos Lima 2012 Confidencial Reserva Red (Lisboa),"Structured, this oozes blackberry fruitiness as well as a balanced layer of dry tannins. The wine is fruity and rich while keeping its elegance. A core of tannins and fresh acidity in the fruit promise that this wine will age. Drink from 2017.",Confidencial Reserva,92,26.0,Lisboa,,,Casa Santos Lima,Portuguese Red,"Sentiment(polarity=0.10208333333333333, subjectivity=0.5125)"
89,,Italy,Ca' du Rabajà 2009  Barbaresco,"Linear, silky and long, this has ethereal tones of cola, licorice and dried mint. There's also a pretty mineral component of brimstone and talcum powder that gives the palate a dry feel.",,89,,Piedmont,Barbaresco,,Ca' du Rabajà,Nebbiolo,"Sentiment(polarity=-0.016666666666666663, subjectivity=0.65)"
90,@wineschach,Chile,Santa Rita 2013 Triple C Red (Maipo Valley),"A stacked nose includes aromas of tomato, herbs, cocoa, molasses and berry fruits. The saturated palate announces that this is a big one, while spicy flavors of plum and berry fruits are slightly herbal on a finish with excellent feel and flow. Drink this blend of Cabernet Franc, Cabernet Sauvignon and Carmenère through 2021.",Triple C,92,40.0,Maipo Valley,,,Santa Rita,Red Blend,"Sentiment(polarity=0.2777777777777778, subjectivity=0.4222222222222222)"
91,@vossroger,Portugal,Quinta da Romaneira 2011 Red (Douro),"A solid, firm wine with a great rapport between the black berry fruits, juicy acidity and dark tannins. It has a fresh element along with a powerful structure and dense mineral texture. It will age well, so drink from 2017.",,92,70.0,Douro,,,Quinta da Romaneira,Portuguese Red,"Sentiment(polarity=0.12619047619047621, subjectivity=0.511904761904762)"
92,@vossroger,France,Château de Santenay 2014 Vieilles Vignes  (Mercurey),"Ripe and juicy, this dense wine offers red-fruit flavors shot through with acidity. The old vines give depth to the rich wine that finishes with layers of bright fruit. Drink from 2018.",Vieilles Vignes,90,55.0,Burgundy,Mercurey,,Château de Santenay,Pinot Noir,"Sentiment(polarity=0.31875, subjectivity=0.4375)"
93,@paulgwine ,US,O•S Winery 2009 BSH Cabernet Sauvignon (Columbia Valley (WA)),"This BSH is 77% Cabernet Sauvignon, 8% Merlot, and includes 15% Cabernet Franc. It's among the best of the recent releases from O•S, with the two Cabs dominating with berry and cassis, earth and cacao. The tannins are lightly grainy and well-balanced.",BSH,88,30.0,Washington,Columbia Valley (WA),Columbia Valley,O•S Winery,Cabernet Sauvignon,"Sentiment(polarity=0.4666666666666666, subjectivity=0.4166666666666667)"
94,@vossroger,France,Château Escot 2011  Médoc,"While there are firm tannins here, the wine also has rich fruit. The two together, allied to the concentration, promise some good aging for a solidly made wine. Fine acidity cuts through in the aftertaste. Drink from 2017.",,87,,Bordeaux,Médoc,,Château Escot,Bordeaux-style Red Blend,"Sentiment(polarity=0.25833333333333336, subjectivity=0.47000000000000003)"
95,@wineschach,,El Capricho 2015 Reserve Cabernet Sauvignon,"Dry spicy aromas of dusty plum and tomato add up to a good whole. This Cab is crisp and alert on the palate, with popping acidity that creates some sharpness. Earthy and spicy currant and red-plum flavors finish direct and juicy.",Reserve,89,22.0,,,,El Capricho,Cabernet Sauvignon,"Sentiment(polarity=0.13055555555555556, subjectivity=0.5027777777777778)"
96,,US,Pahlmeyer 2010 Pinot Noir (Sonoma Coast),"Right off the bat, this Pinot impresses for sheer depth of fruity flavor. It's rich and showy with plums and cherries, spicy notes of tobacco and pine, and toasty, new oak. The tannin-acid structure is impeccably balanced. Delicious to drink now, but should also mature beautifully. A majority of the grapes come from the winery's Wayfarer Vineyard, in the new Fort Ross-Seaview appellation.",,92,75.0,California,Sonoma Coast,Sonoma,Pahlmeyer,Pinot Noir,"Sentiment(polarity=0.40371572871572875, subjectivity=0.6438672438672437)"
97,@vboone,US,Ramey 2012 Annum Cabernet Sauvignon (Napa Valley),"A blend of 75% Cabernet Sauvignon and 25% Cabernet Franc from a sweet vineyard spot near Dalle Valle, this is a lovely, softly textured wine. Shy on the nose yet powerful on the palate, it offers a burst of tightly wound tannin and leather at the fore. Chocolate and dried herb with a layering of black licorice give it a dark complexion and build. Be sure to mellow it in the cellar, through 2022.",Annum,92,100.0,California,Napa Valley,Napa,Ramey,Cabernet Sauvignon,"Sentiment(polarity=0.0628968253968254, subjectivity=0.521494708994709)"
